Restaurant #,PunchhKey
1100210,f88dfdfde87c3ef5e6fd35b7bdc30fcc
1100211,5b7734e127879f327ff229361d9da618
1100212,bd5414e454fb0b212d8b1844c7b88e4b
1100213,5f163d41bc2fa907f1c579b858a84a21
1100214,5532434d0155f7b7ba8c79fa147abac6
1100215,1d1cb944c75c53254ad93de7e33cdff2
1100216,8ca8960abbfbe9267907630c7aa2b5e7
1100217,7a714da7e6b2f2f03b42f03261ea2efe
1100218,cec0ee1b2e1e6ce51e6dfbd2ba2a899e
1100219,b69a90026ebc71bc0dd96066f391a55f
1100220,c972bc64a8fb81a89dce5ba0dff0ff4a
1100221,ad200c4b5cbf22db236c28dca8cf558f
1100222,2c42350a594e2406ec60659478b093bf
1100223,7139f1b71ea5be97196c41f8ac15002f
1100224,8fbe45a71a6d5bbbfa65138ae50efb91
1100225,e6d972e8f0c90dbec15a69ad505771c7
1100228,373d70efdff2678c5f7546aa19c31675
1100229,31ffd0bad8571923e4657514ccabd43a
1100230,e4adac0910254f656166993f80397895
1100231,f3a043b760e9269e84378f0af2267e56
1100233,d5f8067f03198ebe2b661d653c16d130
1100238,5dff019f537a56c516331ba7b2ceafbb
1100239,8de0da791c9943001108b840567543a8
1100241,c9631ef4610eafd613d39561453564f1
1100242,0fb28da2f571877887f87656b6e8fcd7
1100243,4d5fe8efed657551678ce6516132196d
1100245,a83e102b26bb5be3a6b755b764f20cbc
1100247,f00c10543765f176e06493fe82be5ee7
1100248,63d35a671dce9fab6ad7bf285d8b790d
1100249,28f5911f68c1f7a304ba79838475dd5e
1100250,9792850426a043491ca9bd1fe45e983f
1100252,3bf690d6d4f848bf610b6ed205b89a09
1100253,66945eacb4e5b66e081f2e187d3d72f1
1100254,84c7f4c9a26ce06a73debefbad66cbee
1100255,66a6870b1cfefa4e1808f0593146eb59
1100256,d9118fd64298af2015cc78a438adc0d4
1100257,a274027127c46c7ae6ba26e3b3787f04
1100258,2b2cf6c89b5799da97c2c63293d26e8f
1100259,fcc464dd0eefedf9c7f034bfcbf3d71e
1100261,78aafbf1c5920cda5f997af90297608a
1100262,d76d51dbea56bf68bef3325dc517fd8a
1100263,331234a12b4b9596e4692b22c014b217
1100264,336492fee718bd4fe178455bcf03682a
1100265,a694bffe5edf9b41451580197b4421b9
1100266,a7848340796d9b321deba40957dfd1ed
1100267,9bd2d70a484ee29d54808f0ba1492bcc
1100268,5cd71c9b7c1cdff7f1e08e5a2038742c
1100270,7aa2d11dd852bfa8c05b6604a5080b5d
1100271,29c593218367a6f3bb4f3492e0423c21
1100272,acbe480d5f9c4d5e6a2edb81be401109
1100273,4a47958fe165eb61cf52d2559fcf3035
1100274,611b57727510a2a3ea21d1b38403dcda
1100276,891bd948abf90564b0b51ea45a0cffb7
1100279,ce39845217e7814a0aa4d83427c6af6c
1100280,2a61a2f9a0f1a5efed0ddff8de00037b
1100281,4a577e2c1f79e478e324d34baacb71ed
1100284,1e339b9affd447a13e2ea627e4056bbe
1100285,094757ca355fef2f2bea0498f1ef972f
1100286,e2d8a52dca735237b32053eb8a8d59f8
1100288,0f30d972b9b28d60b077fca526b8f6ef
1100289,ad0f1c0479fd4f4a392bc7662d670dfc
1100290,3d88f79c6250f81f2c0ebb9dee373e5b
1100291,df6c8f28840244cf114a573453d434b0
1100292,5f10a66c675fe54fc1e8b503d7afdacb
1100295,9d80595cfbcf6aba27652b2cddc3bd38
1100296,31c957b9613410ed2d98dcb866fe2ef4
1100297,b9e03892be64d1f82e3039f604c723b3
1100298,501a792c0a5b6a78bcb78d76a43957af
1100301,63bc328d8c808ab77d58dc0060d973e1
1100302,761a2c2a3bb7df471f90c8dc0f067b1f
1100303,b367bc250cdda863a3a0884ee4b64753
1100304,a7e4f45f65c49105b68cf9ad471529f1
1100306,aecb47b3c01ad0e6a5597ff043a92406
1100307,131330ece97d30d107f87fd3500a83c3
1100308,fd91a5dc0efd587cb0a7338348a7f5aa
1100311,d5908f55fc69512d65d54398f9517fa8
1100312,8b2163c20c032f6090a8e31d8d5c0b70
1100314,dcb9a5d0f2d33f82a71b235ba99f20d8
1100315,3f60d3c825a233f723954e65103577ab
1100316,2ffb2749a9a8a2e8bd53896a87ee32fb
1100319,88c113d4bf103ed9cd97bdb9ae74fe5e
1100320,54718fb973617013d8e00d4f77789334
1100321,467b878319e48acccec170462c6bc7d5
1100322,ba442f15539975ee236d7a8b47d721ec
1100323,cde9cbf4354793a04f9406b38dbfabad
1100325,daa79aca218d09d17812ac2bb466231f
1100326,caff69b7b2c391b95da5a3e7441b1ce3
1100327,fdb2fa76a1ec7011144772c4909d6a69
1100329,ffe66bdb95198a69a0cab8e056dae257
1100330,fea4e95113a05d302c49011e744f5961
1100331,cfe5cad8fb74407e2634fa38eed39f43
1100332,0c0369e8b5a98c0d82d2138e2e0b4c90
1100333,0b50ac59c1cb59a6a10635601746d287
1100335,8a8ee48e3512846af1118cf83fd343f7
1100336,4fef137630f2ee94ab05c26c68cd5420
1100337,afbb9f5248ec9d631dc870a716c86c35
1100339,d00b7532280a65fb746eb59c75b0c769
1100340,348bdb8953d9198a57a40755455c8450
1100342,7d44fc96d0e406c34a18042c2448befc
1100345,be7ef43836ec7bd2f2cf608830e4295c
1100346,96f85fd7ee3fd0d59accddd0dd142545
1100347,1b2e191a284ddc99b4ebfb65a8004898
1100350,2ac1fe01e9e3d1eca609dbda6b0048a3
1100351,28d4bbecf7cdcfb47c301e2b611f819b
1100352,13c73cef9ff23b93be6a1a24e0e466fd
1100353,ad92be1925a4900fafe47e1eab2ee667
1100355,c48012256ad320a4412654e17dae70f3
1100357,8f37ed2142d45fee800c02432f80b382
1100358,f7fa09b6b92a2335003dcede1401f0f1
1100359,3f6ed99c96c36a78b2a77ddeeee57275
1100360,34c25ed755ffbab4e1f0c37be78cfa29
1100364,30429b9d7ee2aba384b4fca466328ebc
1100367,3e0cfe85d34d3534738f1239e86bf377
1100368,0d4cd23b842f9654786850d4cac71318
1100369,ac86db169fd437b1d933ebf1d8d1064b
1100370,6edcd4cfcb154a389a1e26b3044525db
1100371,01e7a0c5eed9482210be29511566f947
1100372,b1ce4927198bd7d4617b359cfd789ed4
1100374,9e63600ee79afe6f17ab09fc53d42994
1100375,41a3aae50fc43905558307d8eb1d1384
1100379,fefb7fcbb8f3f6a5bba99546a82f72f2
1100380,6e032688ee7c82d17b4eb926f2b05033
1100385,5f42bd3bba9c44885fc8722a0f3212db
1100386,f2560b9a1475b28fcbffe3da2efd9db2
1100387,0b98dad08f1e425cb99011fa736e8ff8
1100392,b825c1d8af73198506b0f82239795e0b
1100394,2432f74abcb3c72a104ae11d4d178910
1100395,b2b4b6875c94a9664d96b6c9f41e21ba
1100399,8711512e690dfd7cc623bb4ea39999c5
1100405,c3a71c7c35a1d941ab9847799e5d8187
1100406,66b0970ddc88507392750e6ecfb8cc17
1100407,83575c9cc0c4e7189ed1f39ab50834aa
1100408,53e3124d08e9cc620781976d2e400cf7
1100409,0f8431c9e96d619b7c917950b6ea0b38
1100410,22a206b88892879f0f1a8846a5839946
1100411,08ccc58a1a8abc7296f0bd2d415d137f
1100414,bc3fb6ebec222ac99ebc62e893393cff
1100416,944d431efbe5e6134d15dfbb7ae1de9c
1100417,2a03eb29ab309d9180d913a4311883a0
1100418,5be4d7505af6739a9ae908cff960a2df
1100419,e04db0279b5883cd6b40c377f567c579
1100420,cce8dc4b9fd0960513d3164a1ebf0d04
1100421,a90f10a4f3907a8aeef49b52c91c092e
1100422,29c8c74549c8daba3545594118f9ad97
1100423,e7beeed9e038a1276eb09d4f3051073d
1100424,d5df0cdaceea3e3574acf4accd911187
1100427,2aa091cf64cfc2d381716e6b0bc97a2c
1100431,17ceebd3d544620c7202cbec5be0a5bf
1100432,35d1074f6ab9b4e6572248c3284e48bd
1100437,a26286f1fc5ab7d99cf9aecccd8ca6a5
1100438,df8f11d8e330109a6b1b0f2ac72e9b37
1100439,2a6eba6d458f43da9d17a3c5ebe64e51
1100440,9a4413f9916ed84ea8beb19e8de69cc9
1100445,7daedc8a8a367aacc6981dfa3b1e334e
1100446,35758253730978229a944be5d048e2e8
1100453,5416d626a91f1d6e643254574fa47e34
1100454,8e57d972f1a3624586411e5206f0f0fe
1100458,0fc5b55ec0758c915fe9cf7e119df8e3
1100461,6731259a12518595cc4356f6cca141b6
1100463,6865bc9eb94b1a1ae2b34954018b60b9
1100465,acc8695b3b05d0eaf6d485e00c618fa2
1100467,1411438c411256519623fd324e8d2bc4
1100471,7ce4f2adb356d23cd5983429a8ca10a5
1100472,6702b3299305577ffff981856b8e1818
1100473,c67b5e473b8f0a6d946316f3ff922ad0
1100475,eee89b97996096ecb19e9ada4dd909f0
1100479,d79ee0285ce8590c6662593198d53a01
1100480,2400566257e8960a2680fcebc136cbf7
1100483,f13e4101b6c322d22b1532be8fedd102
1100484,a7812104ad160e6bacbe9b51aa69f2bb
1100488,1c521481701183417e0c02104796e87d
1100490,4191340f0b16ca4a826a052f635aa719
1100491,1b94a6edc366959c5499ca395347653c
1100493,65de7ae776050150cae62a842e8c88ac
1100494,9e20e9ea6f090c01a214bb392a56bc20
1100495,10ccdef49520475bc13f9ca661b2e6e1
1100498,5ccb163884d0b0c21228d7a1d82afbc1
1100501,b4710bc5f5af0670b43e63d3425a2475
1100508,38aa5266aa7f3b99e7266b2e676f78f6
1100509,3bf8d2e12597714a056cba378fdc752d
1100510,8711512ec66d92c36cc14ced1400dc30
1100511,7a83c76c9e3489ce87e79e2125ebefe2
1100512,e801aaf57ada3921e928a48200adb8ec
1100516,d7eb7c3aad9dc8a240e13d042514fe72
1100517,794f03c985a21d02c4a9e17c4bd57bd0
1100518,3e52b0d86aa48220dd3cbd8ba617cd10
1100520,e58c5d9fb1afd1cac6ad0cc9d3ef5d7d
1100521,02aeb76a0bc85d1a15cb9082d93e80b0
1100522,53d01fadf31200ab691b9dba47dc87bc
1100524,c401d933a03342e310047ea9b3f3c421
1100526,3765089bd8b5ee5820989d235a419700
1100527,fcbac8e22a2ee80667c5b2376a499f97
1100528,9e2c2b5e75e346b9d2ada451eda9f3b3
1100530,cbfaae5674579ef5aa20413aa159c289
1100531,b531461dcc5671e5c269f47e3a859a5e
1100532,257b777d9d6dca9e8fec87e6b90103a7
1100534,b417b934775e8baa3ca49fd93cec26c8
1100536,26e5b789bd20a5a32a213edcbcf03dd5
1100543,a7087aee6a40dd75894df1013bab8d68
1100544,65545e516e2364c3438a29c8bf60b809
1100545,cefccb7b819550896b9360a9c70cb382
1100546,4201c9aa47329b4ce5c67b7d3609c01f
1100548,a0c3755fa7091fd6839b257223363a48
1100551,3c6f8960310af0cd81671acd35e52486
1100552,c0ed1f5cb3924dd920a77c9e8b017b99
1100553,69d74e53fd845b0a4f635e1a1518fe67
1100557,23d85497cdf37e1d64cb05d3a1ac96b7
1100558,dfa3627805a922cd3285e374f7a5311a
1100561,af2d1b89d13ca316eecda45f7fcba0cb
1100562,d9a4b6f403bb47732af283b86b364546
1100563,4eea0251ca55f436ca031ee3ac5b9eb9
1100564,5177443a35c1a72e407966ff44776cb7
1100567,221b06f94ec6e684133509e5b2b4fcad
1100569,811c7dc86960650b8ea47e18aa450966
1100573,21a41e1abb04096e373a7a3d136919d9
1100575,b4e72bdc33b01af97a393f1d2d149a67
1100576,d18042172691175751481bd537ff2596
1100577,f31cafdebb1f39eff19242f606fbdfee
1100578,9cea4b5fee9b3fe8627daf89dbeb90d6
1100580,d991ab6d6e14ce693a68976fb8433414
1100582,c909297fce44787a4482ab39b82e5e75
1100583,15884bbbdf5463f4b5451c671818ae0f
1100584,d6e84589c21ac44ca84b8e6a2f5ad605
1100585,44193d528a33408829d2466151583a5b
1100586,e4fd9c3aecfff86dbf516b7e3476bc14
1100588,a025a934ffb25f7c50a0a8ea102e9e85
1100589,df8e273ad324f31ecc9c6e58721b9dbe
1100597,464e1d07ea598bb78810b779c23c8020
1100598,acd94bcf8f2443e8e6a7ad8cd5ec2c9b
1100601,fcd0402a910d2975839cc0a1a5df1b78
1100602,c5aa458e9bbf44d6d3f97b1c7409c414
1100603,deb8f4847372479ca7077991db8ce398
1100604,646bf7f76ddcd3c38bd136ee619f3f8d
1100605,51b0906c866e275d07b596bd4270be98
1100607,6c020f939270631012093ab96db214b6
1100608,6f4e216d90678fa4427ade7a81de5833
1100609,a4992ae3513c455230ead0dc71dcfcf7
1100611,b6e394be85d0ebab9e44ad85549a8e02
1100612,47a631115bd42cdeabcdf5aabaf3ba8e
1100613,657bab8988f2b5851d9d1a5e901774d6
1100614,a6dd2ee580ca2ee0e653bb04383bef13
1100615,5bb6ff02ae2a141961a0aca6fe863476
1100616,1d7deaa788996308436fc16c0c59a7c7
1100619,1d405824ac3a7718e0c26f6f61b2973a
1100621,01bf2de9d365427c3e42806468c7863e
1100622,c14cf035ed970349c9326b1e80b4522c
1100623,14177669832de379bf4bdda582d393e2
1100624,377aef1d4e612c0f08ee8489be852607
1100627,67a3e76ebd8cc8d3ed3691b61cab63db
1100628,3a48a8f67b2bb0f2031f956aa0d2c708
1100629,925bb57a60eb064db348b0142ac4c051
1100631,ebb7138a5d8dee11056fe52c6a873056
1100632,ff45db347954a4ce2c68179066a95c33
1100633,00d1bc77156f8b8bfe58109dc472b200
1100634,7d6ba920c7c27bea730206c41ef93b6b
1100635,a143164991c9d9211fa1135693fc5bb7
1100637,cbbf9ceb6396e585e5c69952b28fc1a2
1100640,fefc52a2bea49abd00fcad25d93b8f9b
1100641,5e3c4395cfa89d4aa94c7ea6957222b4
1100644,280da317bb9b3dfc3df4dce3dd03b2a3
1100645,d814d8d647f61691b6c6c53e6fcf716f
1100646,2329b5e952bc12222839196472f0601e
1100648,2db856ad6ca8bcee2030a41c717e684b
1100649,991aa8c97990e05a262c573aee2fe3da
1100650,6f524954496196c342d262ecced726cc
1100651,453daf389e80bb32940c0d60b3397c4f
1100652,552523cbe69c526c055e93a7eb8b8cdd
1100653,5d1f8cf8373b67eca7538b7f28a60661
1100655,9c42f28a6ddf27f20615619a239e8593
1100657,d829449dfa6e9cb955b5bf912d078961
1100659,9a87c6bc79661b11d6441401864b79ce
1100660,a271bca982485dd493022c69e0bdf0f3
1100661,2ac0268c907dcf70bba12d6e3d841f13
1100664,f38d4310fb09d668c9d7728758878ad4
1100665,cec6a95949598ec56c587c65ef570a8f
1100668,5d3420e2c02cf26b3bcfcf1ceffad1ec
1100669,6e47af6ccb835b3bb5ea4f54b9164da5
1100670,a123611fde12b0a73ed38a7e6d778699
1100671,1c61b411b2d0eb8c1faf7c347b1ebaba
1100675,4128045c05a187c92fc840d71e09a712
1100688,39391155719b030a53dd3b3744f20ebc
1100692,246e189f11eca912eaacb74d2cf6998f
1100694,ef089a35559cb8a36a1d2abeb525a64a
1100696,10fb4dc8e38e10076c45987131f804a6
1100697,a232c71119afcc66dd737c321104db8f
1100699,48164dbc7f3a62f8c796f8fcddb02950
1100700,e6afd25a669d3872cdad20aef36c4b8b
1100701,58cb32d131de8e3b300f10d666d31973
1100702,c7dd421db9a2271fdfedcc0835fd8a35
1100703,5dc5cfcdcae22d4a042870d66b514471
1100704,ab59a0af95597906959a8f077152cdf0
1100705,4161e27bb876acd2c8cd65a9314e7642
1100706,f6a2e8f71c112f4bb9a1ff14fcf20173
1100711,d59a93a830bb620d18b2193df51d6a71
1100712,47d44a1ccfc34b6249badcf138a30d51
1100716,b539546ab68053312c48a06351648a46
1100720,f1999d331d238119f9f1faae4d342aba
1100723,284833187672f50aba6b58a9de0644ea
1100727,9f7dbe369d905e339345cba103d12f9f
1100728,c88e816971b0a22facac4a94ab17bd54
1100729,825a74917f3fe679676472c83fbe061a
1100730,32d89e37a23d1918eff1467adf6ff493
1100731,c0c2f6e8ae07aad37f9fbb319a9434ab
1100747,c95d1774e779f643133f16178b81f830
1100748,510c027084f6fc67307575413b91be5b
1100749,f5c1281df2d60d507930151ea4a02073
1100750,bb8831ddc57cf23ae02112653d673e50
1100752,f6550ece92af2477bb25e1c17a864bde
1100755,d040cb85110ef98085aba09fd0b1f190
1100756,38ee1cbbde0eceab8acc34df17954389
1100757,0ed236906c6dabf5be7b15b543cd9f58
1100758,a5f444d295a4fdf52c429f3d7118adb6
1100759,dc2f71480fb3fda063828cdfd07bfc7c
1100760,d54e2d7e2498a4ab142a7ba51a0f9965
1100762,f13d4f6567dc9ac8514bce81f6ae1534
1100763,9dfb76b0a5b097ba28cb4fd87d908951
1100768,8846b233c1ce105f88ba3b05cbdc886d
1100769,facf3a886332bfbb9767cab1c4f9b61b
1100772,b9a07b0642cf31bc109b99afbe5c7ccc
1100774,a1449b954b7e5df10ff9a3207fa180cc
1100775,ee350d361df3c5df585640d3d1d8861d
1100776,a5ff6b80f798d6df831dce42f6aaf979
1100780,5f36587bc248179a5fec193fa1329a48
1100783,34c8ccea6a0f9606413df612863e0ed1
1100786,89376acdae4eebf63b4a8804731eb4e0
1100790,a0a7a85263ceab83a289cbeb7b5c280c
1100793,4e5ee3c3111ef8a473a68e0a0590efc5
1100794,e5d0b4f74dc3a35e589c505d5d1d7092
1100795,bf45044e5396233286ba98b88225b0e8
1100797,1d252abbf73b651911a4da5e9492743e
1100798,5d36eac5b36ed42f8501d26259dacb6d
1100800,1a8bb9cc188a96cd381a5e6e69398af8
1100801,5106680db599619114ac30e34673cd96
1100802,2e0e56b42c7744e11b9c435390154981
1100803,ebdd40b54d78bc8aa8460517992cf2f2
1100804,5fdce05ca6e9de5d09086e1ed8bc8985
1100805,16a54efb8be229f09a8694ca2986aa19
1100809,a56a3c370626ccda2cf9e91ee0fd173e
1100810,82bfc6e92ff5ea1eda90867d0377f00b
1100811,29db31aa75bff8704447883f43d55d47
1100812,8aa1d6fa591d07634e29121cd420df21
1100817,00defad785ddffbb68c0ab6e6492e14a
1100818,b599a04c338f6f07eaf0e9039637260a
1100819,0078f735794a53012fffcf5e759fbcaf
1100820,7cbd1abf8f7849586d7f64a9844f155b
1100824,662b5a7461e4a5ebbcf2a64a189e99c9
1100826,7d5994520aaf0e789fbb3369392e6f94
1100827,6c2285b293f3f7f0a8f8cb1a31b2da27
1100828,8d86f44dbc78a4e7cba60322d3a0fc50
1100829,b07b5f22ab2706a77ea213dd69980910
1100836,b796c860b9fad3fed7352eeed1ee8b58
1100839,9da6e2c47ddded9aa3a9fb1f8242374a
1100844,de5a6d565d61c904703050061cea35b6
1100858,8787a9235fd8e7c5916700fa0f330f1b
1100859,db237af42d7773aa2252a205aecc239b
1100861,d6b04a2fd77fb59a87c62e941d0343f3
1100862,8cc4d0779459bda2f7d1abfe92095b1c
1100863,61edacb2b6e08c924d5e9d84051d818d
1100864,996bb665bb4838fa5df8de7f073a423c
1100865,f4428d4fe45e9f5006e6413903df7ef3
1100866,060a246ba690f680658bf7740fe10981
1100867,106e01ff15a768d6bb64ef30d6de4aef
1100871,d6fc032e85deee07b0454bcb69ba31ca
1100873,1217bff0584a38277a05a1b929e1d789
1100874,cbef6a2eb0e8b59c877447dd033961b1
1100884,4f7a9034edfebeb19da37f26b1d0dd19
1100886,7f5982800079a87da5d66d0535af78c2
1100887,eac77833a71a47897743cfeb907b0814
1100888,73040c36a364813d2b919e4f8454872f
1100889,d260dbadf44640b208de95bbff54f23b
1100890,e195a7e9e5705ca9171ee0794f98ffc1
1100891,3e85774f54acbe8a93f2c25ef25860fc
1100893,e3beedecaab71c0ef604316cfcac244d
1100895,36edd629335ce5e32b22d1baec52e508
1100896,64dcec6fd0d0d3c54b3ed45f1407a392
1100919,feccfedea4f07b5cee8405b542422bbf
1101017,4d511659b0c2396f94a11240439f23ef
1101018,bae01f44cac2c6c7f54b5d11552df7f3
1101020,3c9481a6fba5d2aa9cfd6edd6607e0ad
1101021,8a6dae9ac5cc428f1858f88cd04440ae
1101022,f4843a89b52b0f13ee943b54035305c7
1101023,d6a772a95d61d81f638a0b27890bbcaa
1101024,26508d773ea8c97acd201a7e5b7fad39
1101026,f718a9298b2c548e909ef58319eec57d
1101028,a868b714b99a4058fa57f570fed390e3
1101029,87b707192fa0d451cb021bb70e3c459e
1101032,1ae23ce1f69a62688619550f26d0ffc6
1101034,4850690355624dd317384b2e46cf29ae
1101036,f3856abaf0211f6834c9e592c5126a72
1101038,7866e54767395dc0497ebad33fad1a76
1101040,a3755bd09cc6302ab8d72a359415e73b
1101042,597fe3205a190b217ea6912f7f277416
1101043,81147fe9438cbf818e87aa41d297f777
1101044,1b840c25cdd2ac32f92390c092e6f309
1101045,0b370fb897d10ccca6a0af5e7409ef0b
1101046,efde631be5c8d9e0bdd7eff3bcb02685
1101048,17b42526152262ec8fcef1db0b6e0a8b
1101049,6bc24512f5850ef82b6bf2f83e40f77f
1101051,af5c2fb7cb854f1e466b7d356d67d2f8
1101053,50826388adf3a1e26fcb883004d48e5e
1101054,bb29982779a8234cdcff07e9eea26ab8
1101055,9b890751406568df8a90241949c9b727
1101056,9108337ad4116079fe8d847ad8ddb24b
1101059,0ea0d7d511df1e2558856cbe28072b98
